car_no,lap_time,gap,lap_index,lap_time_seconds
25,2:19.161,8 Laps,113,139.161
25,3:30.234,20.535,114,210.234
25,2:19.048,1:51.986,115,139.048
25,2:22.518,2:08.237,116,142.518
25,2:18.611,1 Lap,117,138.611
25,2:17.158,2 Laps,118,137.15800000000002
25,2:18.695,3 Laps,119,138.695
25,2:25.402,3 Laps,120,145.402
25,2:19.737,3 Laps,121,139.737
25,4:50.431,4 Laps,122,290.431
25,4:17.239,4 Laps,123,257.239
25,2:18.441,4 Laps,124,138.441
25,2:19.488,5 Laps,125,139.488
25,2:26.075,5 Laps,126,146.075
25,5:06.199,7 Laps,127,306.199
25,3:03.879,6 Laps,128,183.879
25,2:18.411,6 Laps,129,138.411
25,2:18.936,6 Laps,130,138.936
25,2:18.124,7 Laps,131,138.124
25,2:18.536,6 Laps,132,138.536
25,2:18.183,6 Laps,133,138.183
25,2:18.909,7 Laps,134,138.909
25,2:17.003,7 Laps,135,137.003
25,2:17.296,7 Laps,136,137.296
25,2:18.036,8 Laps,137,138.036
25,2:19.389,8 Laps,138,139.389
28,4:21.300,5.161,1,261.3
28,2:33.067,21.088,2,153.067
28,2:18.203,15.569,3,138.203
28,2:13.641,15.924,4,133.641
28,4:49.920,3:24.143,5,289.92
28,2:12.675,1:57.630,6,132.675
28,2:13.488,1 Lap,7,133.488
28,2:18.176,2:00.571,8,138.176
28,2:13.141,1 Lap,9,133.141
28,2:47.027,1 Lap,10,167.027
28,2:10.457,1 Lap,11,130.457
28,2:09.702,1 Lap,12,129.702
28,3:21.640,1 Lap,13,201.64
28,2:11.109,1 Lap,14,131.109
28,2:10.956,1 Lap,15,130.956
28,2:10.487,1 Lap,16,130.487
28,2:09.131,2 Laps,17,129.131
28,2:10.691,2 Laps,18,130.691
28,2:12.118,2 Laps,19,132.118
28,2:44.986,2 Laps,20,164.986
28,2:10.154,2 Laps,21,130.154
28,3:07.390,2 Laps,22,187.39
28,2:10.648,3 Laps,23,130.648
28,2:09.822,3 Laps,24,129.822
28,2:09.994,3 Laps,25,129.994
28,2:09.151,3 Laps,26,129.151
28,2:10.473,3 Laps,27,130.473
28,2:11.516,3 Laps,28,131.516
28,2:12.372,3 Laps,29,132.372
28,2:10.847,3 Laps,30,130.847
28,2:22.656,28.768,31,142.656
28,2:11.943,22.036,32,131.943
28,2:11.046,27.152,33,131.046
28,2:10.749,2:01.344,34,130.749
28,2:11.146,1 Lap,35,131.14600000000002
28,2:11.473,1 Lap,36,131.473
28,3:36.550,1 Lap,37,216.55
28,3:29.537,1 Lap,38,209.537
28,2:11.077,1 Lap,39,131.077
28,2:10.118,1 Lap,40,130.118
28,2:10.251,1 Lap,41,130.251
28,2:11.764,1 Lap,42,131.764
28,2:10.592,1 Lap,43,130.592
28,2:08.535,2 Laps,44,128.535
28,2:08.810,2 Laps,45,128.81
28,2:11.285,2 Laps,46,131.285
28,2:09.704,2 Laps,47,129.704
28,2:55.756,2 Laps,48,175.756
28,2:10.267,2 Laps,49,130.267
28,2:09.826,2 Laps,50,129.826
28,4:41.413,2 Laps,51,281.413
28,3:10.479,1 Lap,52,190.47899999999998
28,2:07.264,3 Laps,53,127.264
28,2:09.037,3 Laps,54,129.037
28,2:09.446,3 Laps,55,129.446
28,2:11.866,3 Laps,56,131.86599999999999
28,2:10.586,3 Laps,57,130.586
28,2:11.440,3 Laps,58,131.44
28,2:11.728,3 Laps,59,131.728
28,3:23.016,19.488,60,203.016
28,4:02.675,19.134,61,242.675
28,2:10.689,28.468,62,130.689
28,2:10.611,2:05.298,63,130.611
28,2:11.318,2:08.170,64,131.318
28,2:14.474,1 Lap,65,134.474
28,2:11.799,2:17.548,66,131.799
28,2:10.978,1 Lap,67,130.978
28,2:10.285,1 Lap,68,130.285
28,4:53.543,1 Lap,69,293.543
28,3:28.162,1 Lap,70,208.162
28,2:15.414,1 Lap,71,135.414
28,2:10.682,1 Lap,72,130.682
28,2:09.826,1 Lap,73,129.826
28,2:11.799,1 Lap,74,131.799
28,2:10.458,1 Lap,75,130.458
28,2:08.957,2 Laps,76,128.957
28,2:08.707,2 Laps,77,128.707
28,2:09.438,2 Laps,78,129.438
28,3:15.975,2 Laps,79,195.975
28,2:10.054,2 Laps,80,130.054
28,2:10.305,2 Laps,81,130.305
28,2:10.384,2 Laps,82,130.38400000000001
28,2:46.859,1 Lap,83,166.859
28,2:40.962,1 Lap,84,160.962
28,2:07.986,3 Laps,85,127.986
28,2:08.076,3 Laps,86,128.076
28,2:09.461,2 Laps,87,129.461
28,2:10.434,2 Laps,88,130.434
28,2:10.401,3 Laps,89,130.401
28,2:11.457,3 Laps,90,131.457
28,2:10.864,28.301,91,130.864
28,2:11.488,33.620,92,131.488
28,2:11.335,1 Lap,93,131.335
28,2:15.802,1:45.170,94,135.802
28,2:11.140,1 Lap,95,131.14
28,2:10.618,1 Lap,96,130.618
28,2:49.791,1 Lap,97,169.791
28,2:11.991,1 Lap,98,131.99099999999999
28,3:06.491,1 Lap,99,186.49099999999999
28,2:11.257,1 Lap,100,131.257
28,2:10.027,1 Lap,101,130.027
28,2:19.171,1 Lap,102,139.171
28,2:50.534,2 Laps,103,170.534
28,2:30.625,2 Laps,104,150.625
28,2:09.613,2 Laps,105,129.613
28,2:54.061,2 Laps,106,174.061
28,2:09.377,2 Laps,107,129.377
28,2:09.786,2 Laps,108,129.786
28,2:11.850,2 Laps,109,131.85
28,2:13.538,2 Laps,110,133.538
28,2:50.060,1 Lap,111,170.06
28,2:08.707,3 Laps,112,128.707
28,2:08.691,3 Laps,113,128.691
28,2:17.174,2 Laps,114,137.174
28,2:10.635,3 Laps,115,130.635
28,2:11.340,3 Laps,116,131.34
28,2:10.299,3 Laps,117,130.299
28,3:33.457,9.473,118,213.457
28,2:19.596,46.949,119,139.596
28,2:12.633,1 Lap,120,132.633
28,2:11.145,1 Lap,121,131.145
28,2:12.841,1:47.336,122,132.841
28,2:12.049,1:50.569,123,132.049
28,2:10.017,1 Lap,124,130.017
28,2:15.252,1 Lap,125,135.252
28,4:03.085,1 Lap,126,243.085
28,2:10.676,1 Lap,127,130.676
28,2:10.257,1 Lap,128,130.257
28,3:32.272,2 Laps,129,212.272
28,2:09.887,2 Laps,130,129.887
28,2:09.558,2 Laps,131,129.558
28,5:10.335,2 Laps,132,310.335
28,4:55.161,2 Laps,133,295.161
28,2:11.781,2 Laps,134,131.781
28,2:13.011,2 Laps,135,133.011
28,2:12.095,2 Laps,136,132.095
28,2:11.891,2 Laps,137,131.891
28,6:02.925,3 Laps,138,362.925
28,2:08.858,3 Laps,139,128.858
28,2:09.017,3 Laps,140,129.017
28,3:11.646,3 Laps,141,191.64600000000002
28,2:11.326,3 Laps,142,131.326
28,2:11.510,3 Laps,143,131.51
28,2:11.869,3 Laps,144,131.869
3,4:16.907,0.768,1,256.907
3,2:27.798,11.426,2,147.798
3,2:11.523,3.116,3,131.523
3,3:23.633,15.546,4,203.633
3,2:08.645,21.209,5,128.645
3,2:10.431,36.396,6,130.431
3,2:14.974,11.424,7,134.974
3,2:09.445,6.730,8,129.445
3,2:07.116,7.916,9,127.116
3,2:09.108,17.619,10,129.108
3,2:08.950,19.912,11,128.95
3,2:15.482,29.038,12,135.482
3,3:09.020,1:23.903,13,189.02
3,2:09.143,38.050,14,129.143
3,2:08.032,37.805,15,128.032
3,3:29.217,8.345,16,209.21699999999998
3,4:03.275,8.591,17,243.275
3,2:07.152,5.695,18,127.152
3,2:09.665,4.329,19,129.665
3,2:06.727,18.193,20,126.727
3,2:13.732,1:09.345,21,133.732
3,2:08.366,38.569,22,128.36599999999999
3,2:08.059,38.946,23,128.059
3,2:09.036,7.196,24,129.036
3,2:08.211,17.776,25,128.211
3,2:07.817,17.923,26,127.81700000000001
3,2:11.639,32.804,27,131.639
3,2:09.611,31.740,28,129.611
3,2:08.319,39.023,29,128.319
3,3:37.642,4.413,30,217.642
3,2:12.573,4.879,31,132.573
3,2:08.545,9.474,32,128.545
3,2:34.353,31.101,33,154.353
3,2:08.784,19.623,34,128.784
3,2:07.576,19.308,35,127.576
3,2:08.573,31.497,36,128.573
3,2:09.832,33.155,37,129.832
3,2:07.758,37.109,38,127.758
3,2:08.149,36.368,39,128.149
31,4:21.336,5.197,1,261.336
31,2:32.117,20.174,2,152.117
31,2:13.755,13.821,3,133.755
31,4:43.853,3:14.244,4,283.853
31,2:11.952,1:47.008,5,131.952
31,2:11.996,1 Lap,6,131.996
31,2:18.040,1:54.924,7,138.04
31,2:11.147,1 Lap,8,131.147
31,2:31.983,1 Lap,9,151.983
31,2:12.399,1 Lap,10,132.399
31,2:09.659,1 Lap,11,129.659
31,2:10.803,1 Lap,12,130.803
31,2:10.670,1 Lap,13,130.67
31,2:08.346,2 Laps,14,128.346
31,2:09.343,2 Laps,15,129.343
31,2:11.424,2 Laps,16,131.424
31,4:58.474,2 Laps,17,298.474
31,2:40.405,2 Laps,18,160.405
31,2:10.803,2 Laps,19,130.803
31,2:10.020,2 Laps,20,130.02
31,2:18.957,1 Lap,21,138.957
31,2:21.339,1 Lap,22,141.339
31,2:10.388,1 Lap,23,130.388
31,2:09.788,1 Lap,24,129.788
31,2:08.732,2 Laps,25,128.732
31,2:09.617,2 Laps,26,129.617
31,2:10.371,2 Laps,27,130.371
31,2:10.772,2 Laps,28,130.772
31,2:10.723,2 Laps,29,130.723
31,2:11.173,2 Laps,30,131.173
31,2:20.015,25.213,31,140.015
31,2:11.782,19.772,32,131.782
31,2:11.654,25.496,33,131.654
31,2:11.179,1:51.152,34,131.179
31,2:11.943,1 Lap,35,131.943
31,2:13.143,1 Lap,36,133.143
31,3:33.494,1 Lap,37,213.494
31,2:13.195,1 Lap,38,133.195
31,3:48.031,1 Lap,39,228.031
31,4:53.770,1 Lap,40,293.77
31,2:11.233,1 Lap,41,131.233
31,2:17.319,1 Lap,42,137.319
31,2:11.300,1 Lap,43,131.3
31,2:12.142,1 Lap,44,132.142
31,2:10.722,1 Lap,45,130.722
31,2:09.147,2 Laps,46,129.147
31,2:11.869,2 Laps,47,131.869
31,2:09.597,2 Laps,48,129.597
31,2:09.945,2 Laps,49,129.945
31,2:44.974,2 Laps,50,164.974
31,2:11.503,2 Laps,51,131.503
31,2:16.344,2 Laps,52,136.344
31,3:53.284,1 Lap,53,233.284
31,2:09.994,1 Lap,54,129.994
31,2:10.477,2 Laps,55,130.477
31,2:10.000,2 Laps,56,130.0
31,2:12.170,2 Laps,57,132.17
31,2:11.699,2 Laps,58,131.699
31,2:11.265,2 Laps,59,131.265
31,2:10.993,2 Laps,60,130.993
31,3:23.458,16.375,61,203.458
31,4:02.382,15.728,62,242.382
31,2:10.798,26.921,63,130.798
31,2:11.415,1:55.910,64,131.415
31,2:11.186,1:58.650,65,131.186
31,2:17.426,1 Lap,66,137.426
31,2:12.981,2:16.281,67,132.981
31,2:14.772,1 Lap,68,134.772
31,3:30.620,1 Lap,69,210.62
31,3:08.583,1 Lap,70,188.583
31,2:10.467,1 Lap,71,130.467
31,2:09.784,1 Lap,72,129.784
31,2:17.897,1 Lap,73,137.897
31,2:09.985,2 Laps,74,129.985
31,2:09.738,2 Laps,75,129.738
31,2:15.181,2 Laps,76,135.181
31,2:09.283,2 Laps,77,129.283
31,2:09.549,2 Laps,78,129.549
31,3:01.160,2 Laps,79,181.16
31,2:11.444,2 Laps,80,131.444
31,4:34.837,1 Lap,81,274.837
31,3:20.409,1 Lap,82,200.409
31,2:15.819,1 Lap,83,135.819
31,2:10.846,1 Lap,84,130.846
31,2:12.465,1 Lap,85,132.465
31,2:11.020,2 Laps,86,131.02
31,2:11.038,2 Laps,87,131.038
31,2:10.808,2 Laps,88,130.808
31,2:10.690,2 Laps,89,130.69
31,2:10.504,26.394,90,130.504
31,2:11.462,31.687,91,131.462
31,2:11.299,2:01.321,92,131.299
31,2:12.008,1:40.109,93,132.008
31,2:08.788,1 Lap,94,128.788
31,2:08.870,1 Lap,95,128.87
31,2:51.198,1 Lap,96,171.198
31,2:11.900,1 Lap,97,131.9
31,2:10.323,1 Lap,98,130.323
31,2:11.971,1 Lap,99,131.971
31,2:10.364,1 Lap,100,130.364
31,3:31.578,2 Laps,101,211.578
31,2:08.834,2 Laps,102,128.834
31,2:49.044,2 Laps,103,169.04399999999998
31,2:32.039,2 Laps,104,152.039
31,3:41.246,2 Laps,105,221.246
31,2:34.524,2 Laps,106,154.524
31,2:09.916,2 Laps,107,129.916
31,2:11.240,2 Laps,108,131.24
31,2:13.206,1 Lap,109,133.206
31,2:48.436,1 Lap,110,168.436
31,2:12.709,1 Lap,111,132.709
31,3:33.779,2 Laps,112,213.779
31,2:09.524,2 Laps,113,129.524
31,2:10.403,1 Lap,114,130.403
31,2:15.426,1 Lap,115,135.426
31,2:10.794,2 Laps,116,130.794
31,3:34.642,8.029,117,214.642
31,2:17.430,13.352,118,137.43
31,2:17.697,43.117,119,137.697
31,2:11.733,2:05.384,120,131.733
31,2:15.225,1 Lap,121,135.225
31,2:13.311,1:42.745,122,133.311
31,2:11.129,1:45.058,123,131.129
31,2:09.025,1 Lap,124,129.025
31,2:10.351,1 Lap,125,130.351
31,2:08.736,1 Lap,126,128.736
31,4:02.977,1 Lap,127,242.977
31,3:21.601,1 Lap,128,201.601
31,2:10.662,1 Lap,129,130.662
31,2:10.050,1 Lap,130,130.05
31,2:10.296,2 Laps,131,130.296
31,2:09.753,2 Laps,132,129.753
31,2:09.800,2 Laps,133,129.8
31,4:06.353,2 Laps,134,246.353
31,2:10.112,2 Laps,135,130.112
31,2:10.225,2 Laps,136,130.225
31,2:10.728,1 Lap,137,130.728
31,2:10.118,1 Lap,138,130.118
31,2:10.832,1 Lap,139,130.832
31,2:10.321,1 Lap,140,130.321
31,2:10.915,2 Laps,141,130.915
31,2:10.491,2 Laps,142,130.49099999999999
31,2:56.156,2 Laps,143,176.156
31,2:10.642,2 Laps,144,130.642
31,2:10.791,2 Laps,145,130.791
33,4:25.397,9.258,1,265.397
33,2:30.339,33.688,2,150.339
33,2:32.260,52.662,3,152.26
33,3:57.327,1 Lap,4,237.327
33,2:22.782,2 Laps,5,142.782
33,2:22.566,2 Laps,6,142.566
33,2:27.287,3 Laps,7,147.287
33,2:34.842,4 Laps,8,154.84199999999998
33,4:49.224,4 Laps,9,289.224
33,2:19.549,4 Laps,10,139.549
33,2:16.950,4 Laps,11,136.95
33,3:25.760,4 Laps,12,205.76
33,2:20.541,4 Laps,13,140.541
33,2:20.602,5 Laps,14,140.602
33,2:20.852,5 Laps,15,140.852
33,2:23.271,6 Laps,16,143.27100000000002
33,2:17.403,7 Laps,17,137.403
33,2:21.178,7 Laps,18,141.178
33,2:24.862,6 Laps,19,144.862
33,2:38.512,6 Laps,20,158.512
33,2:24.697,6 Laps,21,144.697
33,3:03.285,7 Laps,22,183.285
33,2:17.649,6 Laps,23,137.649
33,2:18.862,7 Laps,24,138.862
33,2:16.204,7 Laps,25,136.204
33,2:18.863,7 Laps,26,138.863
33,2:19.372,8 Laps,27,139.372
33,2:20.014,8 Laps,28,140.014
33,2:36.188,28.306,29,156.188
33,2:30.811,44.141,30,150.811
33,2:38.212,1:25.043,31,158.212
33,2:23.442,2 Laps,32,143.442
33,2:24.327,2 Laps,33,144.327
33,2:23.579,2 Laps,34,143.579
33,2:27.113,3 Laps,35,147.113
33,2:23.714,3 Laps,36,143.714
33,3:20.429,3 Laps,37,200.429
33,2:17.244,4 Laps,38,137.244
33,2:22.623,4 Laps,39,142.623
33,2:21.447,5 Laps,40,141.447
33,2:28.984,6 Laps,41,148.984
33,2:19.014,7 Laps,42,139.014
33,2:18.551,7 Laps,43,138.551
33,2:40.510,6 Laps,44,160.51
33,3:41.085,7 Laps,45,221.085
33,2:18.358,7 Laps,46,138.358
33,4:41.074,7 Laps,47,281.074
33,3:08.453,6 Laps,48,188.453
33,2:17.838,6 Laps,49,137.838
33,2:18.002,6 Laps,50,138.002
33,2:16.070,7 Laps,51,136.07
33,2:18.172,8 Laps,52,138.172
33,2:18.276,8 Laps,53,138.276
33,2:18.855,8 Laps,54,138.855
33,3:14.606,26.451,55,194.606
33,3:41.876,1 Lap,56,221.876
33,2:21.054,2 Laps,57,141.054
33,2:24.545,2 Laps,58,144.54500000000002
33,2:27.379,2 Laps,59,147.379
33,2:21.612,3 Laps,60,141.612
33,2:32.758,3 Laps,61,152.758
33,3:31.229,3 Laps,62,211.22899999999998
33,2:17.581,4 Laps,63,137.581
33,2:17.889,4 Laps,64,137.889
33,2:19.389,4 Laps,65,139.389
33,2:18.992,4 Laps,66,138.992
33,2:20.957,5 Laps,67,140.957
33,2:21.406,5 Laps,68,141.406
33,3:49.460,7 Laps,69,229.46
33,2:19.459,7 Laps,70,139.459
33,2:18.928,7 Laps,71,138.928
33,2:19.501,6 Laps,72,139.501
33,2:17.956,6 Laps,73,137.956
33,2:15.873,7 Laps,74,135.873
33,2:28.487,6 Laps,75,148.487
33,2:48.745,6 Laps,76,168.745
33,2:17.871,6 Laps,77,137.871
33,2:18.253,6 Laps,78,138.253
33,2:17.042,7 Laps,79,137.042
33,2:17.704,7 Laps,80,137.704
33,2:18.506,8 Laps,81,138.506
33,2:18.936,8 Laps,82,138.936
33,2:18.909,8 Laps,83,138.909
33,2:19.089,8 Laps,84,139.089
33,2:27.414,1 Lap,85,147.414
33,2:20.437,2 Laps,86,140.437
33,2:21.588,2 Laps,87,141.588
33,2:25.668,2 Laps,88,145.668
33,2:23.057,3 Laps,89,143.057
33,2:21.924,3 Laps,90,141.924
33,3:01.809,3 Laps,91,181.809
33,2:18.370,4 Laps,92,138.37
33,2:21.242,4 Laps,93,141.242
33,2:19.602,4 Laps,94,139.602
33,2:20.043,4 Laps,95,140.043
33,2:22.308,5 Laps,96,142.308
33,2:16.417,7 Laps,97,136.417
33,3:21.235,6 Laps,98,201.235
33,2:21.946,7 Laps,99,141.946
33,2:33.604,7 Laps,100,153.60399999999998
33,2:17.782,6 Laps,101,137.782
33,2:18.665,6 Laps,102,138.665
33,2:18.868,7 Laps,103,138.868
33,2:19.587,6 Laps,104,139.587
33,2:47.586,6 Laps,105,167.586
33,2:20.413,6 Laps,106,140.413
33,2:17.774,6 Laps,107,137.774
33,2:18.358,7 Laps,108,138.358
33,2:18.950,7 Laps,109,138.95
33,2:18.637,8 Laps,110,138.637
33,2:19.401,8 Laps,111,139.401
33,3:32.126,15.456,112,212.126
33,2:26.137,1 Lap,113,146.137
33,2:22.713,1 Lap,114,142.713
33,2:22.609,2 Laps,115,142.609
33,2:26.244,2 Laps,116,146.244
33,2:25.739,3 Laps,117,145.739
33,2:25.325,4 Laps,118,145.325
33,3:50.555,4 Laps,119,230.555
33,4:05.205,4 Laps,120,245.205
33,2:20.950,5 Laps,121,140.95
33,2:21.942,5 Laps,122,141.942
33,2:22.297,5 Laps,123,142.297
33,2:16.855,6 Laps,124,136.855
33,4:52.294,7 Laps,125,292.294
33,3:02.886,6 Laps,126,182.886
33,2:18.265,6 Laps,127,138.265
33,2:18.189,6 Laps,128,138.189
33,2:18.760,7 Laps,129,138.76
33,2:19.281,7 Laps,130,139.281
33,2:17.999,6 Laps,131,137.999
33,2:18.219,6 Laps,132,138.219
33,2:24.687,7 Laps,133,144.687
33,3:34.446,7 Laps,134,214.446
33,2:18.265,7 Laps,135,138.265
33,2:18.099,7 Laps,136,138.099
33,2:18.917,8 Laps,137,138.917
33,2:19.169,8 Laps,138,139.169
34,4:23.004,6.865,1,263.004
34,2:17.813,19.591,2,137.813
34,2:14.107,20.412,3,134.107
34,4:50.173,3:31.729,4,290.173
34,2:14.892,1 Lap,5,134.892
34,2:12.163,1 Lap,6,132.163
34,2:11.455,1 Lap,7,131.455
34,2:10.219,1 Lap,8,130.219
34,2:10.490,1 Lap,9,130.49
34,2:25.358,1 Lap,10,145.358
34,2:07.539,1 Lap,11,127.539
34,2:07.584,1 Lap,12,127.584
34,2:11.713,1 Lap,13,131.713
34,2:09.670,1 Lap,14,129.67
34,2:10.900,1 Lap,15,130.9
34,2:12.386,1 Lap,16,132.386
34,3:29.348,2 Laps,17,209.348
34,2:08.681,2 Laps,18,128.681
34,2:09.411,2 Laps,19,129.411
34,2:41.563,2 Laps,20,161.563
34,2:08.237,2 Laps,21,128.237
34,2:09.434,2 Laps,22,129.434
34,2:11.451,2 Laps,23,131.451
34,2:40.799,2 Laps,24,160.799
34,2:10.208,1 Lap,25,130.208
34,2:10.234,1 Lap,26,130.234
34,2:12.646,1 Lap,27,132.64600000000002
34,2:12.749,1 Lap,28,132.749
34,2:06.752,2 Laps,29,126.752
34,2:06.994,2 Laps,30,126.994
34,2:10.015,2 Laps,31,130.015
34,2:10.804,2 Laps,32,130.804
34,2:37.536,27.261,33,157.536
34,2:22.796,35.081,34,142.796
34,2:13.216,27.797,35,133.216
34,2:11.201,33.068,36,131.201
34,2:10.785,1 Lap,37,130.785
34,2:22.799,1 Lap,38,142.799
34,2:55.325,1 Lap,39,175.325
34,2:12.992,1 Lap,40,132.992
34,2:09.978,1 Lap,41,129.978
34,4:14.349,1 Lap,42,254.349
34,4:54.323,1 Lap,43,294.323
34,2:07.595,1 Lap,44,127.595
34,2:09.438,1 Lap,45,129.438
34,2:10.078,1 Lap,46,130.078
34,2:10.110,1 Lap,47,130.11
34,2:12.386,2 Laps,48,132.386
34,2:08.709,2 Laps,49,128.709
34,2:09.002,2 Laps,50,129.002
34,2:53.658,2 Laps,51,173.65800000000002
34,2:10.017,2 Laps,52,130.017
34,2:09.308,2 Laps,53,129.308
34,4:42.584,2 Laps,54,282.584
34,3:07.589,1 Lap,55,187.589
34,2:10.725,1 Lap,56,130.725
34,2:13.193,1 Lap,57,133.193
34,2:09.796,1 Lap,58,129.796
34,2:09.960,2 Laps,59,129.96
34,2:10.643,2 Laps,60,130.643
34,2:11.606,2 Laps,61,131.606
34,2:10.504,2 Laps,62,130.504
34,3:23.307,26.092,63,203.307
34,2:10.446,34.141,64,130.446
34,2:11.966,1 Lap,65,131.966
34,2:10.714,1 Lap,66,130.714
34,2:14.028,1 Lap,67,134.028
34,2:11.103,1 Lap,68,131.103
34,3:31.552,1 Lap,69,211.552
34,2:08.591,1 Lap,70,128.591
34,2:08.958,1 Lap,71,128.958
34,2:10.204,1 Lap,72,130.204
34,2:09.714,1 Lap,73,129.714
34,2:10.360,1 Lap,74,130.36
34,2:08.046,2 Laps,75,128.046
34,2:09.215,2 Laps,76,129.215
34,2:09.578,2 Laps,77,129.578
34,3:33.673,2 Laps,78,213.673
34,2:08.757,2 Laps,79,128.757
34,2:08.795,2 Laps,80,128.795
34,2:15.728,2 Laps,81,135.728
34,2:35.343,1 Lap,82,155.34300000000002
34,2:36.148,1 Lap,83,156.148
34,2:11.430,1 Lap,84,131.43
34,2:11.571,1 Lap,85,131.571
34,2:10.105,1 Lap,86,130.105
34,2:10.239,1 Lap,87,130.239
34,2:09.898,2 Laps,88,129.898
34,2:09.776,2 Laps,89,129.776
34,2:09.151,2 Laps,90,129.151
34,2:09.836,2 Laps,91,129.836
34,2:10.678,33.788,92,130.678
34,2:12.411,40.030,93,132.411
34,2:14.079,1 Lap,94,134.079
34,2:13.077,1 Lap,95,133.077
34,2:10.617,1 Lap,96,130.617
34,2:10.169,1 Lap,97,130.169
34,2:09.888,1 Lap,98,129.888
34,2:58.640,1 Lap,99,178.64
34,2:12.044,1 Lap,100,132.044
34,2:16.007,1 Lap,101,136.007
34,2:11.923,1 Lap,102,131.923
34,2:09.959,1 Lap,103,129.959
34,2:11.837,2 Laps,104,131.837
34,2:10.153,2 Laps,105,130.153
34,2:10.343,2 Laps,106,130.343
34,3:10.170,2 Laps,107,190.17
34,2:17.900,2 Laps,108,137.9
34,2:51.360,2 Laps,109,171.36
34,2:07.061,2 Laps,110,127.061
34,2:06.856,2 Laps,111,126.856
34,2:56.219,2 Laps,112,176.219
34,2:50.099,1 Lap,113,170.099
34,2:46.468,1 Lap,114,166.46800000000002
34,2:10.550,1 Lap,115,130.55
34,2:10.153,1 Lap,116,130.153
34,2:16.336,1 Lap,117,136.336
34,2:08.661,2 Laps,118,128.661
34,2:09.258,2 Laps,119,129.258
34,3:31.887,13.885,120,211.887
34,2:20.519,54.282,121,140.519
34,2:12.134,1 Lap,122,132.13400000000001
34,2:12.624,1 Lap,123,132.624
34,2:11.295,1 Lap,124,131.295
34,2:09.705,1 Lap,125,129.705
34,3:44.019,1 Lap,126,224.019
34,2:11.193,1 Lap,127,131.193
34,5:42.157,1 Lap,128,342.157
34,2:11.328,1 Lap,129,131.328
34,2:10.248,2 Laps,130,130.248
34,2:16.295,2 Laps,131,136.29500000000002
34,2:11.529,2 Laps,132,131.529
34,2:10.185,2 Laps,133,130.185
34,4:23.294,2 Laps,134,263.294
34,4:58.705,2 Laps,135,298.705
34,2:07.629,2 Laps,136,127.629
34,2:10.506,2 Laps,137,130.506
34,2:10.182,2 Laps,138,130.182
34,2:09.653,1 Lap,139,129.653
34,2:10.370,1 Lap,140,130.37
34,2:10.678,1 Lap,141,130.678
34,3:34.881,2 Laps,142,214.881
34,2:08.387,2 Laps,143,128.387
34,2:08.747,2 Laps,144,128.747
35,4:23.148,7.009,1,263.148
35,2:20.658,21.463,2,140.65800000000002
35,2:15.949,24.126,3,135.949
35,3:50.602,2:40.409,4,230.602
35,2:22.643,1:23.864,5,142.643
35,2:20.807,1 Lap,6,140.807
35,3:20.794,2 Laps,7,200.794
35,2:09.192,1 Lap,8,129.192
35,2:09.377,1 Lap,9,129.377
35,2:15.696,1 Lap,10,135.696
35,3:10.026,1 Lap,11,190.026
35,2:10.270,1 Lap,12,130.27
35,2:10.400,1 Lap,13,130.4
35,3:00.357,1 Lap,14,180.357
35,2:11.361,1 Lap,15,131.361
35,3:43.167,2 Laps,16,223.167
35,2:11.829,2 Laps,17,131.829
35,2:10.502,2 Laps,18,130.502
35,2:11.469,2 Laps,19,131.469
35,3:25.887,3 Laps,20,205.887
35,2:24.586,2 Laps,21,144.586
35,2:37.910,2 Laps,22,157.91
35,2:18.470,2 Laps,23,138.47
35,2:15.551,2 Laps,24,135.551
35,3:02.584,2 Laps,25,182.584
35,2:07.312,1 Lap,26,127.312
35,2:07.627,1 Lap,27,127.627
35,2:10.034,2 Laps,28,130.034
35,2:09.925,2 Laps,29,129.925
35,2:12.534,2 Laps,30,132.534
35,2:11.638,2 Laps,31,131.638
35,2:12.366,2 Laps,32,132.36599999999999
35,2:13.921,2 Laps,33,133.921
35,2:34.471,24.340,34,154.471
35,2:24.634,33.998,35,144.63400000000001
35,2:14.588,32.883,36,134.588
35,3:11.737,1 Lap,37,191.737
35,2:15.872,2 Laps,38,135.872
35,2:10.818,1 Lap,39,130.818
35,2:52.389,1 Lap,40,172.389
35,2:10.565,1 Lap,41,130.565
35,2:11.659,1 Lap,42,131.659
35,2:11.287,1 Lap,43,131.287
35,2:08.509,2 Laps,44,128.50900000000001
35,2:11.342,2 Laps,45,131.342
35,2:10.508,2 Laps,46,130.508
35,2:10.245,3 Laps,47,130.245
35,2:09.640,3 Laps,48,129.64
35,2:40.160,2 Laps,49,160.16
35,2:13.093,2 Laps,50,133.093
35,3:10.063,2 Laps,51,190.063
35,2:11.054,2 Laps,52,131.054
35,4:41.811,2 Laps,53,281.811
35,3:09.259,1 Lap,54,189.25900000000001
35,2:09.181,1 Lap,55,129.181
35,2:11.083,1 Lap,56,131.083
35,2:13.166,2 Laps,57,133.166
35,2:11.185,2 Laps,58,131.185
35,2:11.962,2 Laps,59,131.962
35,2:12.811,2 Laps,60,132.811
35,2:12.063,2 Laps,61,132.063
35,2:11.761,2 Laps,62,131.761
35,3:22.872,24.574,63,202.872
35,2:13.954,40.907,64,133.954
35,2:13.440,44.974,65,133.44
35,2:15.130,1 Lap,66,135.13
