car_no,lap_time,gap,lap_index,lap_time_seconds
98,2:40.213,6 Laps,42,160.213
98,2:25.765,6 Laps,43,145.765
98,4:41.832,7 Laps,44,281.832
98,3:05.564,6 Laps,45,185.564
98,2:18.566,6 Laps,46,138.566
98,2:19.491,6 Laps,47,139.49099999999999
98,2:19.166,8 Laps,48,139.166
98,2:19.690,8 Laps,49,139.69
98,2:20.412,8 Laps,50,140.412
98,2:20.600,8 Laps,51,140.6
98,2:20.985,9 Laps,52,140.985
98,2:21.032,9 Laps,53,141.032
98,3:01.405,34.159,54,181.405
98,2:25.590,1:31.580,55,145.59
98,2:24.021,1:46.228,56,144.02100000000002
98,2:22.135,1 Lap,57,142.135
98,2:22.320,1 Lap,58,142.32
98,3:57.062,3 Laps,59,237.062
98,2:29.132,2 Laps,60,149.132
98,2:23.564,3 Laps,61,143.564
98,2:32.538,3 Laps,62,152.538
98,3:24.747,3 Laps,63,204.747
98,2:22.982,4 Laps,64,142.982
98,2:18.447,4 Laps,65,138.447
98,2:21.213,4 Laps,66,141.213
98,2:19.998,4 Laps,67,139.998
98,2:20.983,5 Laps,68,140.983
98,2:21.462,5 Laps,69,141.462
98,2:28.151,6 Laps,70,148.151
98,2:18.186,7 Laps,71,138.186
98,2:18.345,7 Laps,72,138.345
98,2:20.146,6 Laps,73,140.14600000000002
98,2:20.681,6 Laps,74,140.681
98,3:48.556,7 Laps,75,228.55599999999998
98,2:23.864,7 Laps,76,143.864
98,2:32.363,6 Laps,77,152.363
98,2:42.923,6 Laps,78,162.923
98,2:18.828,6 Laps,79,138.828
98,2:20.559,6 Laps,80,140.559
98,2:18.594,7 Laps,81,138.594
98,2:17.357,7 Laps,82,137.357
98,2:20.038,8 Laps,83,140.038
98,2:20.385,9 Laps,84,140.385
98,2:20.714,9 Laps,85,140.714
98,2:23.928,1:59.125,86,143.928
98,2:22.556,1 Lap,87,142.556
98,2:23.566,3 Laps,88,143.566
98,2:21.792,3 Laps,89,141.792
98,2:22.150,3 Laps,90,142.15
98,2:30.115,3 Laps,91,150.115
98,2:17.841,4 Laps,92,137.841
98,2:19.653,4 Laps,93,139.653
98,2:20.340,4 Laps,94,140.34
98,2:19.925,4 Laps,95,139.925
98,2:21.838,5 Laps,96,141.838
98,3:48.921,7 Laps,97,228.921
98,3:27.948,6 Laps,98,207.948
98,2:21.200,7 Laps,99,141.2
98,2:33.640,7 Laps,100,153.64
98,2:18.695,6 Laps,101,138.695
98,2:19.012,6 Laps,102,139.012
98,2:19.615,7 Laps,103,139.615
98,2:45.271,6 Laps,104,165.27100000000002
98,2:20.127,6 Laps,105,140.127
98,2:31.525,7 Laps,106,151.525
98,2:17.189,7 Laps,107,137.189
98,2:20.170,8 Laps,108,140.17000000000002
98,2:19.813,8 Laps,109,139.813
98,3:30.136,19.903,110,210.136
98,2:23.548,1 Lap,111,143.548
98,3:09.149,1 Lap,112,189.149
98,2:24.387,1 Lap,113,144.387
98,2:23.708,2 Laps,114,143.708
98,2:23.369,3 Laps,115,143.369
98,2:20.401,3 Laps,116,140.401
98,2:22.825,4 Laps,117,142.825
98,2:21.754,3 Laps,118,141.754
98,2:21.157,3 Laps,119,141.157
98,4:05.402,4 Laps,120,245.402
98,2:20.666,5 Laps,121,140.666
98,2:21.856,5 Laps,122,141.856
98,2:20.982,5 Laps,123,140.982
98,2:21.530,7 Laps,124,141.53
98,4:52.322,7 Laps,125,292.322
98,3:03.196,6 Laps,126,183.196
98,2:21.113,6 Laps,127,141.113
98,2:22.391,6 Laps,128,142.391
98,2:16.610,7 Laps,129,136.61
98,2:17.682,7 Laps,130,137.682
98,2:17.787,6 Laps,131,137.787
98,3:38.396,7 Laps,132,218.39600000000002
98,2:22.358,7 Laps,133,142.358
98,2:18.248,8 Laps,134,138.248
98,2:19.398,8 Laps,135,139.398
98,2:21.336,8 Laps,136,141.336
98,2:20.959,8 Laps,137,140.959
